ID,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default payment next month,default payment next month.0,default payment next month.1
24015,50000,1,2,2,24,0,0,0,0,0,0,12236,13324,14403,15460,15804,16549,1300,1300,1300,600,1000,602,0,0.73211014,0.26788986
24016,80000,1,2,2,25,-1,-1,-1,-1,-1,-1,416,416,416,416,416,416,416,416,416,416,416,416,0,0.84251285,0.15748718
24017,120000,1,1,2,28,-1,-1,-1,-1,-1,-1,231,6665,880,0,4440,4440,6673,880,0,4440,4440,4440,0,0.8549361,0.14506386
24018,50000,1,2,2,25,-1,-1,-1,-1,0,0,5814,-73,11427,191,7391,6554,0,11500,191,7200,2000,7000,0,0.8568871,0.14311288
24019,200000,1,1,2,26,0,0,0,0,0,0,50124,51122,52533,52772,53441,22246,1830,2235,1447,1069,445,9332,0,0.75066495,0.24933504
24020,150000,1,2,2,25,0,0,0,0,0,0,140662,144334,148016,150128,94834,97487,6000,6000,5176,5000,4002,3628,0,0.78922206,0.21077794
24021,360000,1,1,2,24,2,0,0,-2,-2,-2,1188,1803,777,-3,-3,-3,1003,783,0,0,0,0,1,0.5411924,0.45880756
24022,60000,1,1,2,25,0,0,2,2,2,0,56918,61210,52757,29209,26403,26969,5914,17,3106,0,1104,1134,0,0.7031678,0.29683223
24023,80000,1,2,2,25,3,2,0,0,-1,-1,79977,78091,80288,82150,319,85,0,3456,3750,319,85,322,0,0.377096,0.622904
24024,320000,1,1,2,25,0,0,0,0,0,0,146183,148703,169920,174315,173032,176016,6206,25006,10025,6506,7006,8006,0,0.8139635,0.18603654
24025,140000,1,2,2,25,2,0,0,0,0,0,142697,137269,133767,120287,117183,119575,5010,6377,5604,4160,8239,0,1,0.60171,0.39828998
24026,20000,1,2,1,26,3,2,2,3,3,3,1050,1050,1050,1050,1050,1050,0,0,0,0,0,0,1,0.2767896,0.7232104
24027,110000,1,2,2,26,0,-1,-1,2,0,0,60808,196,3290,3089,3601,3396,196,3290,0,563,296,200,0,0.7655588,0.23444122
24028,190000,1,2,2,26,0,0,0,2,2,2,45694,52361,43563,40909,50758,36922,9000,8000,0,12000,3000,0,0,0.7513175,0.2486825
24029,130000,1,2,2,25,0,0,0,2,2,2,113290,112561,119435,105382,49643,46812,5650,12421,0,7000,0,2000,0,0.76524985,0.23475018
24030,160000,1,1,2,26,0,0,0,0,-1,-1,138825,135233,130038,79027,6666,6666,6800,5600,3715,6666,6666,6666,1,0.7926536,0.20734636
24031,260000,1,1,2,26,0,0,0,0,0,0,250303,198350,189510,178738,182973,187233,7065,7054,6500,7000,7001,10000,0,0.8244276,0.17557237
24032,80000,1,1,2,26,-1,-1,-1,-1,-1,-1,7412,945,1096,162,6600,1780,945,1096,163,6600,1780,0,0,0.84828585,0.15171416
24033,50000,1,2,2,25,0,0,2,2,4,3,28651,41897,43032,47242,46212,45205,14200,2100,5215,0,0,0,1,0.7119608,0.28803924
24034,100000,1,1,2,26,0,0,0,0,0,0,91189,93383,96301,90858,92724,96030,3500,4300,4400,4000,4700,5000,0,0.7706964,0.2293036
24035,20000,1,2,2,27,1,2,0,0,2,2,7326,7060,8240,9582,9279,9971,0,1296,1638,0,844,0,1,0.56708956,0.43291044
24036,210000,1,2,2,27,1,-1,2,0,0,-2,0,628,232,1067,-27,-27,628,0,1000,0,0,0,0,0.6197398,0.38026026
24037,160000,1,2,2,28,0,0,0,0,0,-1,84879,59607,38512,19129,15525,11146,2593,2000,1604,2000,11146,2006,0,0.76387924,0.23612077
24038,340000,1,1,2,26,0,0,0,0,0,0,241720,221836,206485,196137,196447,195114,8000,10000,10000,8032,8000,8500,0,0.8280911,0.1719089
24039,70000,1,3,2,27,2,2,2,3,3,2,58009,56479,63633,64500,62867,64210,0,8100,2500,0,2500,2455,1,0.4124021,0.5875979
24040,50000,1,1,2,27,2,2,0,0,0,0,51042,48878,47884,29506,3672,8346,0,2354,1410,1500,4900,700,1,0.47765434,0.52234566
24041,60000,1,1,2,26,-1,-1,0,0,0,0,1870,32603,32432,27976,25862,24571,32607,2119,3008,1006,1042,1001,0,0.86603785,0.13396212
24042,20000,1,3,2,27,3,2,2,5,5,4,1200,1200,1200,1200,1200,600,0,0,0,0,0,0,1,0.25774133,0.74225867
24043,50000,1,1,2,27,0,0,0,2,2,0,35215,36227,37876,39984,39041,40110,1600,2234,3042,0,1700,2000,0,0.7234615,0.2765385
24044,240000,1,1,2,26,-1,-1,-2,-1,-1,-1,5010,1188,3513,11380,1777,190,1188,3513,11794,1785,190,0,0,0.8618333,0.13816671
24045,20000,1,2,2,23,0,0,0,0,0,0,9550,10867,11585,12899,13087,13327,1480,1198,1512,700,600,2700,0,0.7328198,0.26718017
24046,50000,1,2,2,25,0,0,0,0,0,0,29827,30863,31897,29652,20483,19909,1536,1570,1316,1680,722,822,0,0.7388666,0.26113337
24047,130000,1,2,2,25,0,0,0,0,0,0,39074,39767,38680,5654,1938,522,1766,1521,3100,0,10,0,0,0.741115,0.258885
24048,50000,1,2,2,25,0,0,0,0,0,0,49899,35200,29447,19980,10400,0,1679,2438,1700,1000,0,0,0,0.7447891,0.25521088
24049,130000,1,2,2,27,-1,-1,-1,-1,-1,-1,6136,9258,3397,2435,1570,1467,9272,3397,2435,1570,1467,550,0,0.857707,0.14229296
24050,20000,1,1,2,27,0,0,0,0,0,0,19483,18956,18742,19738,15627,15753,1258,1404,1400,399,604,2500,0,0.7352131,0.2647869
24051,370000,1,6,1,28,0,-1,-1,-1,-1,-1,64268,2868,3788,9424,2468,2468,2868,100332,9456,2468,2468,2468,0,0.8720139,0.12798609
24052,110000,1,3,1,27,0,0,0,0,0,-2,108435,109572,45907,5130,2889,78834,3509,1102,1014,2889,82718,3100,0,0.8071863,0.19281371
24053,200000,1,3,2,28,0,0,0,0,0,0,203357,201115,192220,180090,184603,189340,7064,7048,6000,6500,7430,0,0,0.8083814,0.1916186
24054,160000,1,3,2,26,0,0,0,0,0,0,58929,60950,61292,16623,33393,34220,3000,2000,15000,33000,3000,1100,0,0.7819497,0.2180503
24055,310000,1,2,2,26,0,0,0,0,0,0,304091,309627,315544,309272,240119,235799,12805,13567,13203,8765,9643,9035,0,0.8521565,0.14784351
24056,90000,1,1,2,27,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.73471904,0.26528093
24057,20000,1,2,2,22,4,3,2,0,0,2,16226,15682,15146,15856,17090,16677,0,0,1266,1500,0,1915,1,0.20483452,0.7951655
24058,30000,1,5,2,23,0,0,-2,-2,-2,-2,30830,0,0,0,0,0,0,0,0,0,0,0,0,0.7785085,0.2214915
24059,90000,1,4,2,24,0,0,0,0,0,-2,35865,32764,25348,9580,0,0,1546,1176,1000,0,0,0,0,0.7379202,0.26207977
24060,240000,1,2,2,28,0,0,-2,-2,-1,-1,44996,-4,-4,-4,801,192850,0,0,0,805,192869,7012,0,0.86745655,0.13254347
24061,260000,1,2,2,32,0,0,-2,-1,-1,-1,60587,-83,-83,458,-7941,156600,0,0,541,4538,166000,6000,0,0.85653835,0.14346166
24062,120000,1,2,2,27,0,0,0,0,0,0,29344,33474,29029,26523,20554,19348,5053,1789,2037,659,802,640,0,0.7447071,0.25529292
24063,80000,1,2,2,27,1,2,0,0,-2,-2,83062,81150,82150,0,0,0,0,3800,0,0,0,0,0,0.59664446,0.40335554
24064,160000,1,1,2,27,-1,-1,-1,-1,-1,-1,5574,3327,5958,55914,23285,29170,3353,7916,56116,23302,11580,9976,0,0.89166623,0.10833378
24065,130000,1,2,2,27,0,0,0,-1,0,0,7100,4007,4900,1235,3946,2817,1100,1000,1235,3011,1008,966,0,0.7413211,0.2586789
24066,20000,1,1,2,23,-1,-1,-1,-1,-1,-1,14697,11983,4098,14899,10170,7151,12483,4098,14899,10170,427,0,0,0.8716998,0.12830017
24067,170000,1,2,1,26,0,0,0,0,0,-2,30779,30751,23602,16633,0,51269,1675,1500,1007,0,51269,1865,0,0.7665286,0.23347138
24068,110000,1,3,2,27,0,0,0,0,0,0,45443,55567,65753,65379,65467,64596,15567,15753,5379,5467,4596,3405,0,0.7880382,0.21196182
24069,50000,1,2,1,25,0,0,0,0,0,0,26339,27699,28513,29341,29928,29533,1800,1565,1393,980,994,1024,0,0.7381056,0.2618944
24070,70000,1,2,2,26,0,0,0,0,0,2,65329,64584,63600,60540,26890,18923,3000,4000,2000,4030,0,1000,0,0.75594586,0.24405412
24071,80000,1,2,2,25,0,0,0,0,-2,-2,77901,79605,79207,0,0,0,3600,2407,0,0,0,0,0,0.75423396,0.24576603
24072,50000,1,1,2,25,0,0,0,-1,-1,-2,13886,14958,15726,1148,0,0,3000,5000,1148,0,0,0,0,0.7471416,0.25285843
24073,60000,1,1,2,27,0,0,-1,-1,0,0,20567,11937,1536,59038,54586,56375,4000,1536,59038,1300,3000,2000,0,0.8019583,0.19804168
24074,100000,1,2,1,28,0,0,0,0,0,0,74269,59948,56323,48985,23894,23402,2812,2081,2077,1003,1015,1000,0,0.7548537,0.24514626
24075,50000,1,1,2,27,0,0,0,2,2,2,17468,48675,36287,30691,29901,49293,32400,4000,1200,0,20000,2000,0,0.7803703,0.21962972
24076,180000,1,1,1,28,2,3,2,0,0,0,187205,182435,131327,131288,100116,86644,5,0,7326,4124,8693,0,0,0.46596497,0.534035
24077,250000,1,1,2,27,-1,-1,-1,-1,-1,0,73,2244,3119,1860,10094,4896,2265,3119,1943,10094,2896,5074,0,0.8546535,0.1453465
24078,140000,1,2,2,27,0,-1,-1,0,0,0,24048,1999,109104,110336,67197,67910,2014,110330,5012,5000,3000,5000,0,0.864689,0.13531104
24079,200000,1,1,2,28,-2,-2,-1,-1,0,0,6905,8674,6449,14392,14792,8016,4628,6454,14392,600,164,0,0,0.915994,0.08400602
24080,70000,1,1,2,29,0,0,0,2,0,0,32938,33635,35287,36002,37096,37999,1548,2200,1600,2000,1500,3000,0,0.7235807,0.27641928
24081,160000,1,2,2,28,0,0,-2,-2,-2,-2,7169,581,0,972,-1,-1,581,0,972,1,0,0,0,0.7736868,0.22631319
24082,50000,1,1,2,28,1,-2,-1,0,0,0,0,0,16248,17105,16842,21842,0,16248,1600,337,5000,5000,0,0.7242665,0.27573347
24083,30000,1,2,2,28,1,2,2,0,0,0,26026,27300,26577,28120,29659,30394,2000,0,2000,2000,1200,1000,0,0.5417785,0.4582215
24084,110000,1,1,2,28,0,0,0,0,0,0,102282,104196,105922,108820,66883,68083,5200,5000,5000,2100,2000,2000,0,0.77307546,0.22692457
24085,180000,1,1,2,27,0,0,0,0,0,0,20793,18795,23194,44070,39003,26424,10053,12057,30035,863,72,37,0,0.7784344,0.22156559
24086,150000,1,1,2,28,0,0,0,0,0,0,24942,83333,75249,61949,67280,64374,80284,6254,6119,33333,4374,6814,0,0.8734294,0.12657061
24087,110000,1,2,2,28,0,0,0,0,0,0,111425,95724,97712,99687,100937,103138,4300,4422,4493,3800,3975,3773,0,0.7764117,0.22358827
24088,90000,1,1,2,27,0,0,0,2,0,0,84404,86109,92140,88296,88357,85506,3100,8100,0,3200,3000,3500,0,0.74858606,0.2514139
24089,110000,1,1,2,28,0,0,0,0,0,0,107800,105820,104780,98139,72176,74011,4000,4000,4100,3000,3000,3000,0,0.77286,0.22714
24090,40000,1,2,2,28,-1,-1,-2,-2,-2,-2,3333,-167,-5187,-187,-187,113,167,4982,5000,0,3335,27000,0,0.8742354,0.12576462
24091,130000,1,6,1,37,-1,-1,-1,-1,-1,-1,1390,2196,7533,4656,840,390,2196,7533,4689,840,390,390,0,0.851807,0.148193
24092,40000,1,1,2,28,0,0,0,0,0,0,38941,39039,24501,15143,15731,9728,2002,1607,1580,2500,1500,33000,0,0.7627656,0.23723441
24093,180000,1,1,2,27,2,0,0,2,0,0,10070,11392,14688,14040,13440,13440,1500,3500,0,0,0,0,0,0.50059736,0.49940264
24094,210000,1,2,2,28,2,0,0,-1,0,0,209479,211302,-4244,205759,151849,150221,10000,2572,213509,6022,5817,4048,1,0.7985295,0.20147051
24095,200000,1,4,2,28,-1,-1,-1,-1,-1,0,1707,1106,2628,7502,38584,16990,1109,2807,26316,50108,85,1746,0,0.8791649,0.12083512
24096,260000,1,2,2,28,0,0,0,0,0,0,251829,234867,237497,215343,205576,207688,10000,10500,9150,7500,8000,7500,0,0.8320173,0.16798271
24097,20000,1,2,2,25,-1,-1,-1,-1,0,0,769,1011,628,2198,365,-34,1500,700,2500,0,0,2000,0,0.8453824,0.15461761
24098,150000,1,2,1,29,0,0,-2,-2,-2,-2,14075,0,0,0,0,0,0,0,0,0,0,0,0,0.77400786,0.22599214
24099,250000,1,2,2,26,0,0,0,0,0,0,123148,135439,42090,61558,80894,93938,15447,12004,21558,20894,15000,20000,0,0.8341353,0.16586468
24100,80000,1,1,2,27,0,0,0,0,0,0,74640,72565,63342,51529,41484,34097,20024,10000,4000,2000,3000,2500,0,0.79292536,0.20707463
24101,30000,1,2,2,24,0,0,0,2,0,0,14597,15614,18246,17660,17768,18151,1568,3200,0,700,670,1500,1,0.7152804,0.28471962
24102,20000,1,3,1,27,-2,-2,-2,-2,-2,-2,-2000,780,0,-1000,0,1222,2780,2000,1000,1000,1222,1800,0,0.91854954,0.081450485
24103,50000,1,2,1,29,1,2,0,0,0,2,23451,22781,24108,25203,26681,26117,0,2000,1800,2200,0,2250,1,0.5774106,0.42258942
24104,460000,1,1,2,29,0,0,0,0,0,0,428369,436349,449078,457587,240651,245605,16833,21000,20000,8000,8000,8100,0,0.88423574,0.11576428
24105,340000,1,2,1,30,-2,-1,0,0,0,0,326,7132,16684,25749,30085,30406,7132,10000,10000,5000,1007,6000,0,0.8988568,0.10114319
24106,10000,1,2,2,23,0,0,0,0,0,0,4304,5324,6509,7313,6469,6988,1100,1279,1083,500,1000,1000,0,0.7293385,0.27066144
24107,50000,1,2,2,24,0,0,0,0,2,0,11772,13014,11199,12693,10764,10031,1469,1600,2000,0,350,509,0,0.7322031,0.26779684
24108,110000,1,2,2,24,0,0,0,0,0,0,74349,70338,71796,73253,74138,75691,3101,3187,3244,2700,2748,3331,0,0.7606936,0.23930639
24109,50000,1,2,2,22,2,2,2,0,0,0,45614,50781,45429,28927,19896,19475,5991,41,1617,816,1003,1004,0,0.4441766,0.5558234
24110,100000,1,1,2,27,-1,-1,-1,2,-1,0,194,678,1032,516,998,482,1000,1032,0,998,0,800,1,0.8233895,0.17661051
24111,80000,1,1,2,27,-1,-1,-1,-1,-1,-1,400,600,600,100,900,2934,600,600,100,900,2934,0,0,0.8437554,0.15624456
24112,500000,1,2,2,28,0,0,0,0,0,0,33758,33048,45422,46483,39598,40622,1626,13000,2100,37000,1234,3512,0,0.7777041,0.22229585
24113,360000,1,1,2,28,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.91479516,0.085204855
24114,280000,1,2,1,29,-2,-2,-1,2,2,-2,-650,-650,2057,650,3072,3330,0,2707,3,3072,3330,499,0,0.8944309,0.10556914
24115,300000,1,2,1,29,0,0,0,0,0,-2,8857,8102,12214,27299,0,0,3000,5000,21312,0,0,0,0,0.75063676,0.24936326
24116,20000,1,3,2,27,-1,-1,-1,-1,-2,-2,390,0,780,0,0,0,0,780,0,0,0,0,0,0.8415051,0.1584949
24117,460000,1,4,2,28,-1,-1,0,-1,-1,-1,1358,55022,50394,3917,1695,22231,55071,1263,3934,1702,22238,513,0,0.898384,0.10161602
24118,500000,1,1,2,28,0,0,0,0,0,0,92442,96905,111219,251573,300336,269964,7036,20042,150122,75182,11486,11162,0,0.89830637,0.1016936
24119,500000,1,1,2,27,0,0,0,0,0,0,252881,224633,486367,616836,250600,296217,30032,271636,30876,60044,50539,100562,0,0.9789639,0.0210361
24120,360000,1,1,2,28,-1,-1,0,0,0,0,9179,10977,14190,16328,17383,17194,10977,8500,4000,1700,371,1150,0,0.84828424,0.15171577
24121,50000,1,2,2,27,-2,-2,-2,-2,-2,-2,3043,2432,3754,11985,19332,0,2446,3754,12053,19332,0,0,0,0.92672986,0.07327013
24122,30000,1,1,2,29,0,0,-2,-1,0,0,27720,0,0,22015,22649,24583,0,0,22015,1000,2300,1200,0,0.7858181,0.21418191
24123,140000,1,1,2,29,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.73471904,0.26528093
24124,50000,1,1,2,29,-1,-1,-1,-1,-1,-1,759,360,360,360,360,360,360,360,360,360,360,360,0,0.84237623,0.15762374
24125,20000,1,1,2,29,0,0,0,0,0,0,22819,19296,20183,20036,19965,20061,1700,2000,1600,1000,1500,1000,0,0.73775583,0.26224416
24126,20000,1,3,1,29,0,0,0,0,-2,-2,14171,11136,20649,-1001,-1,-1,2000,10000,0,1000,0,0,0,0.74107325,0.25892678
24127,80000,1,2,2,27,2,2,0,0,0,0,58324,56789,58276,60102,61423,72197,0,2400,3000,2500,11576,39,1,0.48738068,0.5126193
24128,230000,1,2,1,28,0,0,0,-1,0,0,231357,233543,99033,237008,184695,185116,10000,7000,237008,6488,6605,6800,0,0.91965777,0.080342226
24129,110000,1,2,2,27,0,0,0,0,0,0,107339,109029,106974,97327,60454,59062,3873,5051,3645,1984,3000,2356,0,0.77216053,0.22783947
24130,90000,1,2,2,27,0,0,0,0,0,0,64497,49929,41498,36492,24636,5298,2297,2406,1400,493,106,0,0,0.7495597,0.2504403
24131,200000,1,1,2,28,2,-1,3,2,-1,-1,833,932,662,311,355,1266,932,0,0,355,1200,0,0,0.46669322,0.5333068
24132,60000,1,1,2,25,0,0,0,0,0,0,55656,58740,59257,56229,46624,36594,4041,2227,14682,1634,2024,978,0,0.7613252,0.2386748
24133,50000,1,2,2,29,1,2,2,2,2,2,38916,37990,42382,43190,42198,46572,0,5000,1800,0,5232,1800,1,0.52602136,0.47397867
24134,130000,1,1,2,29,0,0,0,0,0,0,78337,81029,83032,83362,84592,86027,4000,4200,2912,2500,2300,2500,0,0.76314646,0.23685355
24135,260000,1,2,1,29,-1,0,-1,-1,-1,-1,30903,1520,1593,149,1959,1255,1200,1758,152,1960,1255,4460,0,0.8358897,0.1641103
24136,180000,2,4,2,29,-2,-2,-2,-2,-2,-2,0,0,0,0,0,2150,0,0,0,0,2150,0,1,0.9152928,0.08470721
24137,240000,1,2,2,29,0,0,0,0,0,0,90440,92433,94548,96375,98453,100549,3500,3600,3500,3500,3500,3500,0,0.7674285,0.23257148
24138,150000,1,0,2,28,0,0,0,0,-1,-1,15855,27241,20818,9864,3957,2205,18056,4065,1058,3976,2216,0,0,0.76663107,0.23336892
24139,260000,1,1,2,28,-2,-2,-2,-2,-2,-2,825,650,825,644,819,1294,650,1000,644,1000,1300,825,0,0.91672236,0.08327765
24140,100000,1,1,2,29,-1,0,-1,-1,0,-1,711,1141,210,780,390,930,1000,780,1930,0,930,0,1,0.82612306,0.17387693
24141,50000,1,2,2,29,0,0,2,0,0,0,13778,15837,16285,17009,18223,18778,2600,1000,1300,1500,1000,1000,0,0.70406663,0.29593334
24142,150000,1,1,2,27,0,0,0,0,0,0,149340,152460,141196,105802,106478,107096,10000,6040,5750,3000,5000,35000,0,0.81271845,0.18728153
24143,40000,1,1,2,27,0,0,0,0,0,0,33077,34055,32644,29645,22930,0,1554,3071,1384,1047,0,0,0,0.74003595,0.25996405
24144,20000,1,2,2,24,0,0,0,0,0,0,17172,18179,19061,20182,19982,19482,1597,1479,1600,400,0,298,0,0.7336072,0.2663928
24145,30000,1,1,2,28,0,0,0,0,0,0,29234,29383,29851,29978,29378,29230,2000,2000,2000,1200,1500,3000,0,0.74184823,0.2581518
24146,280000,1,1,2,28,-2,-2,-2,-2,-2,-2,10296,1820,0,5970,8628,2036,3543,1195,5970,8628,2306,768,0,0.9235551,0.076444924
24147,430000,1,1,2,29,0,0,0,0,0,0,402396,384100,375827,330644,353036,355121,14000,13400,30696,53036,12752,15980,0,0.89815295,0.10184703
24148,70000,1,2,2,29,0,0,0,0,0,2,17103,18312,19516,20685,22142,23340,1500,1500,1500,1800,1700,0,1,0.73519444,0.26480555
24149,30000,1,3,2,29,0,0,0,0,0,0,27904,28547,29398,29864,30115,15818,1500,1700,1500,1010,1000,1000,0,0.7382753,0.26172474
24150,30000,1,2,2,27,0,0,0,-2,-2,-2,7956,10529,28870,29391,29724,30400,5000,28872,1500,1000,1078,1000,0,0.7818338,0.21816619
24151,80000,1,1,2,29,-1,-1,0,0,0,0,2170,17562,17709,15631,13402,13197,17568,3015,2008,1009,2005,507,0,0.849912,0.150088
24152,50000,1,1,2,27,0,0,0,0,0,0,47189,48182,49479,49704,19380,18653,1778,2075,1300,700,677,691,0,0.74410826,0.25589174
24153,230000,1,1,2,27,0,0,0,0,0,0,24874,19500,11717,7540,9941,6113,2000,2000,3540,5000,3113,90417,0,0.7946833,0.20531674
24154,230000,1,1,2,29,0,0,2,2,0,0,41154,44121,43286,39215,39814,40437,4000,2500,0,3000,3000,5000,0,0.700876,0.29912403
24155,110000,1,2,2,29,2,2,2,2,0,0,55700,58362,56598,51908,48647,47862,5000,2500,0,2000,2000,1854,1,0.42600232,0.5739977
24156,200000,1,2,2,29,3,2,2,4,4,4,2500,2500,2500,2500,2500,2500,0,0,0,0,0,0,1,0.26757413,0.73242587
24157,50000,1,1,2,28,0,0,0,0,0,0,44619,44645,44841,44950,44577,44816,2150,2300,2250,1700,2000,1700,0,0.7469555,0.2530445
24158,60000,1,1,2,28,0,0,0,2,2,2,30567,31274,34455,35094,34233,36521,1519,3700,1500,0,3000,0,0,0.72174144,0.27825853
24159,20000,1,5,2,28,-1,-1,-1,-1,-1,-2,780,1180,0,410,0,-2000,1180,0,410,1000,2000,2000,0,0.8447856,0.15521443
24160,320000,1,2,2,29,2,0,0,0,0,0,172655,168256,165530,161152,158468,145399,10000,10000,10000,10000,20000,0,0,0.64473224,0.35526776
24161,220000,1,1,2,28,0,0,0,0,0,0,150544,155328,156136,158416,161212,156790,12000,6000,6000,6000,6000,12000,0,0.8067479,0.19325212
24162,470000,1,1,2,29,-1,0,0,0,0,0,215666,209106,207970,212373,193628,184908,7395,8037,9048,10000,6115,5750,0,0.8762443,0.12375567
24163,60000,1,1,2,29,0,0,0,0,0,0,11976,13462,15231,16966,17878,19085,2000,2000,2000,1500,1500,1500,0,0.7359911,0.26400888
24164,330000,1,2,1,29,0,0,0,0,0,0,25131,16610,17586,12580,16254,8213,1200,1157,1331,4005,299,701,0,0.73784983,0.26215014
24165,110000,1,2,2,28,2,2,2,2,2,0,109241,111541,113676,114223,110876,107710,5600,5400,4000,0,4000,3700,1,0.45618927,0.5438107
24166,80000,1,2,1,29,4,3,2,2,2,2,12237,11756,11281,12785,12283,13184,0,0,2000,0,1100,0,1,0.18757987,0.81242013
24167,290000,1,1,2,30,0,0,0,0,0,0,243992,241283,243722,235297,243312,242827,11091,12000,9000,12000,11000,10050,0,0.8373902,0.1626098
24168,20000,1,2,2,22,3,2,2,7,7,7,2400,2400,2400,2400,2400,2400,0,0,0,0,0,0,1,0.23986578,0.7601342
24169,30000,1,1,2,28,2,2,2,2,0,0,9799,10056,9815,7576,5746,3900,2350,2000,0,144,128,39,0,0.39796513,0.60203487
24170,80000,1,3,2,27,0,0,0,0,0,0,58323,60741,62813,65151,66568,70168,4000,3662,4000,2500,4509,2309,0,0.7588311,0.24116893
24171,50000,1,2,1,28,0,0,0,0,-2,-1,28249,19304,5742,0,-30481,58,1196,2000,8,0,40058,49163,1,0.7853996,0.2146004
24172,150000,1,2,2,28,-2,-1,-1,-1,-2,-2,88609,4635,2160,-2,-2,-2,4660,2166,0,0,0,901,0,0.9096619,0.09033813
24173,20000,1,3,2,28,1,2,2,2,0,0,18534,17944,20199,19492,19888,14087,0,2860,0,549,441,502,0,0.5096214,0.49037862
24174,140000,1,2,2,24,0,0,0,0,0,0,103884,105697,101636,97298,77081,72592,4000,4000,3800,3000,3300,2300,0,0.7713607,0.2286393
24175,260000,1,1,2,30,-1,0,0,0,0,0,182329,181133,177351,175130,182154,188264,10000,10000,10000,10000,10000,17000,0,0.87979424,0.12020573
24176,120000,1,2,2,30,-1,-1,-1,-1,-1,-1,2494,1991,1497,998,697,-103,1997,1506,1001,699,0,897,0,0.84601337,0.15398663
24177,110000,1,2,1,30,0,0,0,-1,2,2,35283,26000,9000,63853,59308,60576,1500,1500,63853,1500,2062,0,0,0.79088914,0.20911087
24178,140000,1,1,2,30,0,0,0,0,0,0,132970,136435,138696,139673,141573,140474,6334,6600,5500,4821,5188,5600,0,0.7899851,0.2100149
24179,100000,1,1,2,27,1,2,0,0,0,0,108762,101941,99264,90972,100306,100536,25,4902,4118,30018,5060,3663,0,0.64390325,0.35609674
24180,360000,1,1,2,30,-1,-1,-1,-1,0,0,9939,14212,44803,118712,34244,21269,14226,46012,129567,685,425,4137,0,0.9273511,0.0726489
24181,70000,1,2,1,30,0,0,0,0,0,0,68671,60808,62648,46342,46904,48558,2500,3182,1800,1300,2000,2000,0,0.754941,0.24505903
